sampleKEY, date, time, timeElapsed, timeUnit, actual, blank, temp
69,42578,0.436805556,24,hour,1.005,1.002,20
70,42578,0,40,sec,1.023,1.002,21
70,42578,0,40,sec,1.023,,
70,42578,0.44375,40,sec,1.0225,,
70,42578,0.445138889,2,min,1.0215,,
70,42578,0.447222222,5,min,1.021,1.0025,21.5
70,42578,0.454166667,15,min,1.019,,
70,42578,0.464583333,30,min,1.018,,
70,42578,0.485416667,60,min,1.018,1.0025,21.5
70,42578,0.527083333,2,hour,1.016,1.003,21
70,42578,0.69375,6,hour,1.015,1.003,21
70,42578,0.44375,24,hour,1.013,1.003,21
71,42578,0,40,sec,1.0155,1.002,24.5
71,42578,0,40,sec,1.016,,
71,42578,0.435416667,40,sec,1.0155,,
71,42578,0.436805556,2,min,1.013,,
71,42578,0.438888889,5,min,1.011,1.002,23
71,42578,0.445833333,15,min,1.0105,,
71,42578,0.45625,30,min,1.0095,,
71,42578,0.477083333,60,min,1.009,1.0025,22.5
71,42578,0.51875,2,hour,1.008,1.003,22
71,42578,0.685416667,6,hour,1.008,1.003,22
71,42578,0.435416667,24,hour,1.007,1.003,21.5
72,42578,0,40,sec,1.0175,1.0015,24.5
72,42578,0,40,sec,1.017,,
72,42578,0.433333333,40,sec,1.017,,
72,42578,0.434722222,2,min,1.015,,
72,42578,0.436805556,5,min,1.013,1.002,23
72,42578,0.44375,15,min,1.011,,
72,42578,0.454166667,30,min,1.01,,
72,42578,0.475,60,min,1.01,1.002,22
72,42578,0.516666667,2,hour,1.0095,1.002,21.5
72,42578,0.683333333,6,hour,1.009,1.0025,21
72,42578,0.433333333,24,hour,1.009,1.002,21
73,42577,0,40,sec,1.012,1.0015,25
73,42577,0,40,sec,1.0115,,
73,42577,0.434722222,40,sec,1.012,,
73,42577,0.436111111,2,min,1.01,,
73,42577,0.438194444,5,min,1.01,1.002,23
73,42577,0.445138889,15,min,1.009,,
73,42577,0.455555556,30,min,1.008,,
73,42577,0.476388889,60,min,1.0085,1.002,22
73,42577,0.518055556,2,hour,1.008,1.002,21.5
73,42577,0.684722222,6,hour,1.007,1.0025,21
73,42577,0.851388889,24,hour,1.007,1.002,21
74,42577,0,40,sec,1.014,1.002,23.5
74,42577,0,40,sec,1.014,,
74,42577,0.429166667,40,sec,1.0145,,
74,42577,0.430555556,2,min,1.012,,
74,42577,0.432638889,5,min,1.011,,
74,42577,0.439583333,15,min,1.0095,1.0025,22
74,42577,0.45,30,min,1.0085,,
74,42577,0.470833333,60,min,1.008,1.002,21.5
74,42577,0.5125,2,hour,1.008,1.003,21
74,42577,0.679166667,6,hour,1.007,1.002,20.5
74,42577,0.429166667,24,hour,1.007,1.0025,20.5
75,42577,0,40,sec,1.0115,1.002,25.5
75,42577,0,40,sec,1.0115,,
75,42577,0.429166667,40,sec,1.0115,,
75,42577,0.430555556,2,min,1.011,,
75,42577,0.432638889,5,min,1.011,,
75,42577,0.439583333,15,min,1.009,1.0025,22.5
75,42577,0.45,30,min,1.0085,,
75,42577,0.470833333,60,min,1.0085,1.002,21.5
75,42577,0.5125,2,hour,1.0075,1.003,21
75,42577,0.679166667,6,hour,1.0075,1.002,21
75,42577,0.429166667,24,hour,1.0065,1.002,20.5
76,42577,0,40,sec,1.0115,1.002,25.5
76,42577,0,40,sec,1.0115,,
76,42577,0.429166667,40,sec,1.0115,,
76,42577,0.430555556,2,min,1.011,,
76,42577,0.432638889,5,min,1.011,,
76,42577,0.439583333,15,min,1.009,1.0025,22.5
76,42577,0.45,30,min,1.0085,,
76,42577,0.470833333,60,min,1.0085,1.002,21.5
76,42577,0.5125,2,hour,1.0075,1.003,21
76,42577,0.679166667,6,hour,1.0075,1.002,21
76,42577,0.429166667,24,hour,1.0065,1.002,20.5
77,42556,0,40,sec,1.014,1.004,21.5
77,42556,0,40,sec,1.0135,,
77,42556,0.377777778,40,sec,1.013,,
77,42556,0.379166667,2,min,1.012,,
77,42556,0.38125,5,min,1.01,1.004,21
77,42556,0.388194444,15,min,1.0085,,
77,42556,0.398611111,30,min,1.008,,
77,42556,0.419444444,60,min,1.008,1.004,20.5
77,42556,0.461111111,2,hour,1.008,1.004,20
77,42556,0.127777778,6,hour,1.0072,1.004,20
77,42556,0.377777778,24,hour,1.0072,1.004,19.5
78,42556,0,40,sec,1.014,1.004,21.5
78,42556,0,40,sec,1.0135,,
78,42556,0.377777778,40,sec,1.013,,
78,42556,0.379166667,2,min,1.012,,
78,42556,0.38125,5,min,1.01,1.004,21
78,42556,0.388194444,15,min,1.0085,,
78,42556,0.398611111,30,min,1.008,,
78,42556,0.419444444,60,min,1.008,1.004,20.5
78,42556,0.461111111,2,hour,1.008,1.004,20
78,42556,0.127777778,6,hour,1.0072,1.004,20
78,42556,0.377777778,24,hour,1.0072,1.004,19.5
79,42556,0,40,sec,1.0118,1.003,22
79,42556,0,40,sec,1.0119,,
79,42556,0.370138889,40,sec,1.012,,
79,42556,0.371527778,2,min,1.0102,,
79,42556,0.373611111,5,min,1.0095,1.003,22
79,42556,0.380555556,15,min,1.009,,
79,42556,0.390972222,30,min,1.0085,,
79,42556,0.411805556,60,min,1.0082,1.003,21.5
79,42556,0.453472222,2,hour,1.0082,1.003,20.5
79,42556,0.620138889,6,hour,1.008,1.003,20
79,42556,0.370138889,24,hour,1.008,1.0035,19.5
80,42552,0,40,sec,1.0165,1.003,21
80,42552,0,40,sec,1.018,,
80,42552,0.41875,40,sec,1.0175,,
80,42552,0.420138889,2,min,1.014,,
80,42552,0.422222222,5,min,1.012,1.004,21
80,42552,0.429166667,15,min,1.011,,
80,42552,0.439583333,30,min,1.01,,
80,42552,0.460416667,60,min,1.009,1.0048,20.5
80,42552,0.502083333,2,hour,1.009,1.0048,20.5
80,42552,0.16875,6,hour,1.006,1.001,20
80,42552,0.41875,24,hour,1.0055,1.001,20
81,42552,0,40,sec,1.017,1.0035,21.5
81,42552,0,40,sec,1.0175,,
81,42552,0.402083333,40,sec,1.0175,,
81,42552,0.403472222,2,min,1.0155,,
81,42552,0.405555556,5,min,1.013,1.004,21
81,42552,0.4125,15,min,1.011,,
81,42552,0.422916667,30,min,1.0095,,
81,42552,0.44375,60,min,1.01,1.0045,20.9
81,42552,0.485416667,2,hour,1.009,1.004,20.5
81,42552,0.152083333,6,hour,1.0085,1.0045,20.2
81,42552,0.402083333,24,hour,1.008,1.0045,20
