sampleKEY, date, time, timeElapsed, timeUnit, actual, blank, temp
61,,10:38:00,30,min,1.0120,,
61,,11:08:00,60,min,1.0112,1.0035,21.3
61,,12:08:00,2,hour,1.0106,1.0035,21.0
61,,16:08:00,6,hour,1.0100,1.0040,21.0
61,,10:08:00,24,hour,1.0091,1.0040,20.0
62,,00:00:00,40,sec,1.0115,1.0030,22.0
62,,00:00:00,40,sec,1.0116,,
62,,10:25:00,40,sec,1.0115,,
62,,10:27:00,2,min,1.0113,,
62,,10:30:00,5,hour,1.0100,1.0030,21.5
62,,10:40:00,15,min,1.0090,,
62,,10:55:00,30,min,1.0086,,
62,,11:25:00,60,min,1.0083,1.0030,21.0
62,,12:25:00,2,hour,1.0081,1.0030,20.5
62,,16:25:00,6,hour,1.0080,1.0030,20.5
62,,10:25:00,24,hour,1.0072,1.0040,20.0
63,,00:00:00,40,sec,1.0172,1.0030,22.0
63,,00:00:00,40,sec,1.0170,,
63,,09:49:00,40,sec,1.0171,,
63,,09:51:00,2,min,1.0157,,
63,,09:54:00,5,min,1.0148,1.0030,21.8
63,,10:04:00,15,min,1.0135,,
63,,10:19:00,30,min,1.0129,,
63,,10:49:00,60,min,1.0120,1.0030,21.0
63,,11:49:00,2,hour,1.0116,1.0030,20.5
63,,15:49:00,6,hour,1.0105,1.0035,20.5
63,,09:49:00,24,hour,1.0095,1.0036,20.0
64,7/14/16,00:00:00,40,sec,1.0127,1.0027,21.0
64,7/14/16,00:00:00,40,sec,1.0120,,
64,7/14/16,10:37:00,40,sec,1.0125,,
64,7/14/16,10:38:00,2,sec,1.0113,,
64,7/14/16,10:41:00,5,sec,1.0101,1.0032,21.0
64,7/14/16,10:51:00,15,sec,1.0100,,
64,7/14/16,11:06:00,30,sec,1.0092,,
64,7/14/16,11:36:00,60,sec,1.0085,1.0034,20.4
64,7/14/16,12:36:00,2,sec,1.0085,1.0035,20.3
64,7/14/16,16:36:00,6,sec,1.0079,1.0038,20.4
64,7/15/16,10:36:00,24,sec,1.0075,1.0038,19.7
66,7/14/16,00:00:00,40,sec,1.0180,1.0035,21.2
66,7/14/16,00:00:00,40,sec,1.0160,,
66,7/14/16,09:48:00,40,sec,1.0165,,
66,7/14/16,09:49:00,2,min,1.0159,,
66,7/14/16,09:51:00,5,min,1.0141,1.0032,21.0
66,7/14/16,10:01:00,15,min,1.0130,,
66,7/14/16,10:16:00,30,min,1.0128,,
66,7/14/16,10:46:00,60,min,1.0118,1.0034,20.8
66,7/14/16,11:47:00,2,hour,1.0116,1.0035,20.7
66,7/14/16,15:47:00,6,hour,1.0108,1.0039,20.8
66,7/15/16,09:47:00,24,hour,1.0100,1.0039,19.3
67,7/14/16,00:00:00,40,sec,1.0190,1.0032,21.1
67,7/14/16,00:00:00,40,sec,1.0189,,
67,7/14/16,10:11:00,40,sec,1.0206,,
67,7/14/16,10:12:00,2,min,1.0179,,
67,7/14/16,10:16:00,5,min,1.0159,1.0030,20.9
67,7/14/16,10:26:00,15,min,1.0158,,
67,7/14/16,10:41:00,30,min,1.0132,,
67,7/14/16,11:11:00,60,min,1.0129,1.0030,20.5
67,7/14/16,12:11:00,2,hour,1.0127,1.0032,20.4
67,7/14/16,16:11:00,6,hour,1.0112,1.0032,20.2
67,7/15/16,10:11:00,24,hour,1.0101,1.0038,19.5
68,07/27/16,00:00:00,40,sec,1.0098,1.0018,26.0
68,07/27/16,00:00:00,40,sec,1.0100,,
68,07/27/16,10:15:00,40,sec,1.0097,,
68,07/27/16,10:18:00,2,min,1.0081,,
68,07/27/16,10:21:00,5,min,1.0070,1.0000,23.0
68,07/27/16,10:31:00,15,min,1.0061,,
68,07/27/16,10:46:00,30,min,1.0062,,
68,07/27/16,11:16:00,60,min,1.0061,1.0020,22.0
68,07/27/16,12:16:00,2,hour,1.0060,1.0021,21.5
68,07/27/16,16:16:00,6,hour,1.0059,1.0025,21.2
68,07/27/16,10:15:00,24,hour,1.0050,1.0020,20.0
69,07/27/16,00:00:00,40,sec,1.0080,1.0019,20.0
69,07/27/16,00:00:00,40,sec,1.0077,,
69,07/27/16,10:29:00,40,sec,1.0073,,
69,07/27/16,10:31:00,2,min,1.0062,,
69,07/27/16,10:34:00,5,min,1.0064,1.0020,21.0
69,07/27/16,10:44:00,15,min,1.0063,,
69,07/27/16,10:59:00,30,min,1.0060,,
69,07/27/16,11:29:00,60,min,1.0060,1.0020,20.0
69,07/27/16,11:59:00,2,hour,1.0060,1.0028,20.0
69,07/27/16,16:29:00,6,hour,1.0055,1.0020,20.0
69,07/27/16,10:29:00,24,hour,1.0050,1.0020,20.0
70,07/27/16,00:00:00,40,sec,1.0230,1.0020,21.0
70,07/27/16,00:00:00,40,sec,1.0230,,
70,07/27/16,10:39:00,40,sec,1.0225,,
70,07/27/16,10:41:00,2,min,1.0215,,
70,07/27/16,10:44:00,5,min,1.0210,1.0025,21.5
70,07/27/16,10:54:00,15,min,1.0190,,
70,07/27/16,11:09:00,30,min,1.0180,,
70,07/27/16,11:39:00,60,min,1.0180,1.0025,21.5
70,07/27/16,12:39:00,2,hour,1.0160,1.0030,21.0
70,07/27/16,16:39:00,6,hour,1.0150,1.0030,21.0
70,07/27/16,10:39:00,24,hour,1.0130,1.0030,21.0
71,07/27/16,00:00:00,40,sec,1.0155,1.0020,24.5
71,07/27/16,00:00:00,40,sec,1.0160,,
71,07/27/16,10:27:00,40,sec,1.0155,,
71,07/27/16,10:29:00,2,min,1.0130,,
71,07/27/16,10:32:00,5,min,1.0110,1.0020,23.0
71,07/27/16,10:42:00,15,min,1.0105,,
71,07/27/16,10:57:00,30,min,1.0095,,
71,07/27/16,11:27:00,60,min,1.0090,1.0025,22.5
71,07/27/16,12:27:00,2,hour,1.0080,1.0030,22.0
71,07/27/16,16:27:00,6,hour,1.0080,1.0030,22.0
71,07/27/16,10:27:00,24,hour,1.0070,1.0030,21.5
72,07/27/16,00:00:00,40,sec,1.0175,1.0015,24.5
72,07/27/16,00:00:00,40,sec,1.0170,,
72,07/27/16,10:24:00,40,sec,1.0170,,
72,07/27/16,10:26:00,2,min,1.0150,,
72,07/27/16,10:29:00,5,min,1.0130,1.0020,23.0
72,07/27/16,10:39:00,15,min,1.0110,,
72,07/27/16,10:54:00,30,min,1.0100,,
72,07/27/16,11:24:00,60,min,1.0100,1.0020,22.0
72,07/27/16,12:24:00,2,hour,1.0095,1.0020,21.5
72,07/27/16,16:24:00,6,hour,1.0090,1.0025,21.0
72,07/27/16,10:24:00,24,hour,1.0090,1.0020,21.0
73,07/26/16,00:00:00,40,sec,1.0120,1.0015,25.0
73,07/26/16,00:00:00,40,sec,1.0115,,
73,07/26/16,10:26:00,40,sec,1.0120,,
73,07/26/16,10:28:00,2,min,1.0100,,
73,07/26/16,10:31:00,5,min,1.0100,1.0020,23.0
73,07/26/16,10:41:00,15,min,1.0090,,
73,07/26/16,10:56:00,30,min,1.0080,,
73,07/26/16,11:26:00,60,min,1.0085,1.0020,22.0
73,07/26/16,12:26:00,2,hour,1.0080,1.0020,21.5
73,07/26/16,16:26:00,6,hour,1.0070,1.0025,21.0
73,07/26/16,20:26:00,24,hour,1.0070,1.0020,21.0
74,07/26/16,00:00:00,40,sec,1.0140,1.0020,23.5
74,07/26/16,00:00:00,40,sec,1.0140,,
74,07/26/16,10:18:00,40,sec,1.0145,,
74,07/26/16,10:20:00,2,min,1.0120,,
74,07/26/16,10:23:00,5,min,1.0110,,
74,07/26/16,10:33:00,15,min,1.0095,1.0025,22.0
74,07/26/16,10:48:00,30,min,1.0085,,
74,07/26/16,11:18:00,60,min,1.0080,1.0020,21.5
74,07/26/16,12:18:00,2,hour,1.0080,1.0030,21.0
