Site,SampleDate,Location,Wsair,Time,Elapsed_Time,Et_Units,Temp,Ractual,Rblank,
Zamo,7/7/2015,4-7F,60,11:09:00 AM,0,s,22.1,,1.0030,
Zamo,7/7/2015,4-7F,60,NA,30,s,,1.0100,,
Zamo,7/7/2015,4-7F,60,NA,60,s,,1.0100,,
Zamo,7/7/2015,4-7F,60,NA,3,m,,1.0080,,
Zamo,7/7/2015,4-7F,60,NA,10,m,,1.0070,,
Zamo,7/7/2015,4-7F,60,NA,30,m,,1.0070,,
Zamo,7/7/2015,4-7F,60,NA,60,m,21.9,1.0065,1.0030,
Zamo,7/7/2015,4-7F,60,NA,90,m,,1.0065,,
Zamo,7/7/2015,4-7F,60,NA,120,m,21.8,1.0064,1.0030,
Zamo,7/7/2015,4-7F,60,NA,1440,m,21,1.0055,1.0030,
Zamo,7/7/2015,0-15,60,11:22:00 AM,0,s,22.1,,1.0030,
Zamo,7/7/2015,0-15,60,NA,30,s,,1.01,,
Zamo,7/7/2015,0-15,60,NA,60,s,,1.0095,,
Zamo,7/7/2015,0-15,60,NA,3,m,,1.0085,,
Zamo,7/7/2015,0-15,60,NA,10,m,,1.0075,,
Zamo,7/7/2015,0-15,60,NA,30,m,,1.007,,
Zamo,7/7/2015,0-15,60,NA,60,m,21.9,1.007,1.0030,
Zamo,7/7/2015,0-15,60,NA,90,m,,1.007,,
Zamo,7/7/2015,0-15,60,NA,120,m,21.8,1.007,1.0030,
Zamo,7/7/2015,0-15,60,NA,1440,m,21,1.0055,1.0030,
Zamo,7/7/2015,15-30,60,11:42:00 AM,0,s,22.1,,1.0030,
Zamo,7/7/2015,15-30,60,NA,30,s,,1.009,,
Zamo,7/7/2015,15-30,60,NA,60,s,,1.0085,,
Zamo,7/7/2015,15-30,60,NA,3,m,,1.0075,,
Zamo,7/7/2015,15-30,60,NA,10,m,,1.0075,,
Zamo,7/7/2015,15-30,60,NA,30,m,,1.0065,,
Zamo,7/7/2015,15-30,60,NA,60,m,21.9,1.006,1.0030,
Zamo,7/7/2015,15-30,60,NA,90,m,,1.0059,,
Zamo,7/7/2015,15-30,60,NA,120,m,21.8,1.0055,1.0030,
Zamo,7/7/2015,15-30,60,NA,1440,m,21,1.0043,1.0030,
RICH,7/8/2015,4-7F,60,12:30:00 PM,0,s,23.4,,1.0020,
RICH,7/8/2015,4-7F,60,NA,30,s,,1.021,,
RICH,7/8/2015,4-7F,60,NA,60,s,,1.02,,
RICH,7/8/2015,4-7F,60,NA,3,m,,1.0175,,
RICH,7/8/2015,4-7F,60,NA,10,m,,1.015,,
RICH,7/8/2015,4-7F,60,NA,30,m,,1.0135,,
RICH,7/8/2015,4-7F,60,NA,60,m,22.5,1.0125,1.0020,
RICH,7/8/2015,4-7F,60,NA,90,m,,1.012,,
RICH,7/8/2015,4-7F,60,NA,120,m,21.5,1.011,1.0025,
RICH,7/8/2015,4-7F,60,NA,1440,m,21.5,1.009,1.0025,
RICH,7/8/2015,0-15,60,12:41:00 PM,0,s,23.4,,1.0020,
RICH,7/8/2015,0-15,60,NA,30,s,,1.0205,,
RICH,7/8/2015,0-15,60,NA,60,s,,1.02,,
RICH,7/8/2015,0-15,60,NA,3,m,,1.017,,
RICH,7/8/2015,0-15,60,NA,10,m,,1.0145,,
RICH,7/8/2015,0-15,60,NA,30,m,,1.0125,,
RICH,7/8/2015,0-15,60,NA,60,m,22.5,1.012,1.0020,
RICH,7/8/2015,0-15,60,NA,90,m,,1.011,,
RICH,7/8/2015,0-15,60,NA,120,m,21.5,1.011,1.0025,
RICH,7/8/2015,0-15,60,NA,1440,m,21.5,1.0083,1.0025,
RICH,7/8/2015,15-30,60,12:52:00 PM,0,s,23.4,,1.0020,
RICH,7/8/2015,15-30,60,NA,30,s,,1.0205,,
RICH,7/8/2015,15-30,60,NA,60,s,,1.0195,,
RICH,7/8/2015,15-30,60,NA,3,m,,1.018,,
RICH,7/8/2015,15-30,60,NA,10,m,,1.0155,,
RICH,7/8/2015,15-30,60,NA,30,m,,1.013,,
RICH,7/8/2015,15-30,60,NA,60,m,22.5,1.0122,1.0020,
RICH,7/8/2015,15-30,60,NA,90,m,,1.012,,
RICH,7/8/2015,15-30,60,NA,120,m,21.5,1.0115,1.0025,
RICH,7/8/2015,15-30,60,NA,1440,m,21.5,1.0083,1.0025,
LULE,7/9/2015,4-7F,60,1:41:00 AM,0,s,21,,1.0030,
LULE,7/9/2015,4-7F,60,NA,30,s,,1.01,,
LULE,7/9/2015,4-7F,60,NA,60,s,,1.01,,
LULE,7/9/2015,4-7F,60,NA,3,m,,1.008,,
LULE,7/9/2015,4-7F,60,NA,10,m,,1.008,,
LULE,7/9/2015,4-7F,60,NA,30,m,,1.007,,
LULE,7/9/2015,4-7F,60,NA,60,m,20.6,1.0062,1.0030,
LULE,7/9/2015,4-7F,60,NA,90,m,,1.006,,
LULE,7/9/2015,4-7F,60,NA,120,m,21,1.0057,1.0030,
LULE,7/9/2015,4-7F,60,NA,1440,m,21.8,1.0053,1.0030,
LULE,7/9/2015,0-15,60,1:54:00 AM,0,s,21,,1.0030,
LULE,7/9/2015,0-15,60,NA,30,s,,1.0105,,
LULE,7/9/2015,0-15,60,NA,60,s,,1.01,,
LULE,7/9/2015,0-15,60,NA,3,m,,1.0095,,
LULE,7/9/2015,0-15,60,NA,10,m,,1.009,,
LULE,7/9/2015,0-15,60,NA,30,m,,1.0075,,
LULE,7/9/2015,0-15,60,NA,60,m,20.6,1.0072,1.0030,
LULE,7/9/2015,0-15,60,NA,90,m,,1.0068,,
LULE,7/9/2015,0-15,60,NA,120,m,21,1.0065,1.0030,
LULE,7/9/2015,0-15,60,NA,1440,m,21.8,1.006,1.0030,
LULE,7/9/2015,15-30,60,2:01:00 AM,0,s,21,,1.0030,
LULE,7/9/2015,15-30,60,NA,30,s,,1.0105,,
LULE,7/9/2015,15-30,60,NA,60,s,,1.0095,,
LULE,7/9/2015,15-30,60,NA,3,m,,1.0085,,
LULE,7/9/2015,15-30,60,NA,10,m,,1.0079,,
LULE,7/9/2015,15-30,60,NA,30,m,,1.0075,,
LULE,7/9/2015,15-30,60,NA,60,m,20.6,1.007,1.0030,
LULE,7/9/2015,15-30,60,NA,90,m,,1.0066,,
LULE,7/9/2015,15-30,60,NA,120,m,21,1.0063,1.0030,
LULE,7/9/2015,15-30,60,NA,1440,m,21.8,1.0055,1.0030,
RASM,7/10/2015,4-7F,60,2:46:00 AM,0,s,20,,1.0030,
RASM,7/10/2015,4-7F,60,NA,30,s,,1.024,,
RASM,7/10/2015,4-7F,60,NA,60,s,,1.0215,,
RASM,7/10/2015,4-7F,60,NA,3,m,,1.0205,,
RASM,7/10/2015,4-7F,60,NA,10,m,,1.0166,,
RASM,7/10/2015,4-7F,60,NA,30,m,,1.0141,,
RASM,7/10/2015,4-7F,60,NA,60,m,20.5,1.013,1.0035,
RASM,7/10/2015,4-7F,60,NA,90,m,,1.012,,
RASM,7/10/2015,4-7F,60,NA,120,m,20.5,1.0116,1.0035,
RASM,7/10/2015,4-7F,60,NA,1440,m,21,1.009,1.0035,
RASM,7/10/2015,0-15,60,2:58:00 AM,0,s,20,,1.0030,
RASM,7/10/2015,0-15,60,NA,30,s,,1.022,,
RASM,7/10/2015,0-15,60,NA,60,s,,1.0205,,
RASM,7/10/2015,0-15,60,NA,3,m,,1.0175,,
RASM,7/10/2015,0-15,60,NA,10,m,,1.015,,
RASM,7/10/2015,0-15,60,NA,30,m,,1.013,,
RASM,7/10/2015,0-15,60,NA,60,m,20.5,1.0117,1.0035,
RASM,7/10/2015,0-15,60,NA,90,m,,1.0115,,
RASM,7/10/2015,0-15,60,NA,120,m,20.5,1.0115,1.0035,
RASM,7/10/2015,0-15,60,NA,1440,m,21,1.0095,1.0035,
RASM,7/10/2015,15-30,60,3:04:00 AM,0,s,20,,1.0030,
RASM,7/10/2015,15-30,60,NA,30,s,,1.022,,
RASM,7/10/2015,15-30,60,NA,60,s,,1.0205,,
RASM,7/10/2015,15-30,60,NA,3,m,,1.018,,
RASM,7/10/2015,15-30,60,NA,10,m,,1.0155,,
RASM,7/10/2015,15-30,60,NA,30,m,,1.013,,
RASM,7/10/2015,15-30,60,NA,60,m,20.5,1.0123,1.0035,
RASM,7/10/2015,15-30,60,NA,90,m,,1.012,,
RASM,7/10/2015,15-30,60,NA,120,m,20.5,1.011,1.0035,
RASM,7/10/2015,15-30,60,NA,1440,m,21,1.0103,1.0035,
RACO,7/13/2015,4-7F,60,10:35:00 AM,0,s,21,,1.0030,
RACO,7/13/2015,4-7F,60,NA,30,s,,1.0155,,
RACO,7/13/2015,4-7F,60,NA,60,s,,1.015,,
RACO,7/13/2015,4-7F,60,NA,3,m,,1.013,,
RACO,7/13/2015,4-7F,60,NA,10,m,,1.0107,,
RACO,7/13/2015,4-7F,60,NA,30,m,,1.0095,,
RACO,7/13/2015,4-7F,60,NA,60,m,21,1.009,1.0030,
RACO,7/13/2015,4-7F,60,NA,90,m,,1.0086,,
RACO,7/13/2015,4-7F,60,NA,120,m,20.5,1.0081,1.0030,
RACO,7/13/2015,4-7F,60,NA,1440,m,20.5,1.0055,1.0030,
RACO,7/13/2015,0-15,60,10:47:00 AM,0,s,21,,1.0030,
RACO,7/13/2015,0-15,60,NA,30,s,,1.011,,
RACO,7/13/2015,0-15,60,NA,60,s,,1.0095,,
RACO,7/13/2015,0-15,60,NA,3,m,,1.008,,
RACO,7/13/2015,0-15,60,NA,10,m,,1.0071,,
RACO,7/13/2015,0-15,60,NA,30,m,,1.0065,,
RACO,7/13/2015,0-15,60,NA,60,m,21,1.0065,1.0030,
RACO,7/13/2015,0-15,60,NA,90,m,,1.006,,
RACO,7/13/2015,0-15,60,NA,120,m,20.5,1.0056,1.0030,
RACO,7/13/2015,0-15,60,NA,1440,m,20.5,1.0045,1.0030,
RACO,7/13/2015,15-30,60,10:53:00 AM,0,s,21,,1.0030,
RACO,7/13/2015,15-30,60,NA,30,s,,1.012,,
RACO,7/13/2015,15-30,60,NA,60,s,,1.0106,,
RACO,7/13/2015,15-30,60,NA,3,m,,1.0099,,
RACO,7/13/2015,15-30,60,NA,10,m,,1.0082,,
RACO,7/13/2015,15-30,60,NA,30,m,,1.0075,,
RACO,7/13/2015,15-30,60,NA,60,m,21,1.0064,1.0030,
RACO,7/13/2015,15-30,60,NA,90,m,,1.0064,,
RACO,7/13/2015,15-30,60,NA,120,m,20.5,1.0062,1.0030,
RACO,7/13/2015,15-30,60,NA,1440,m,20.5,1.0057,1.0030,
RIGO,7/14/2015,4-7F,60,1:09:00 AM,0,s,20.5,,1.0035,
RIGO,7/14/2015,4-7F,60,NA,30,s,,1.024,,
RIGO,7/14/2015,4-7F,60,NA,60,s,,1.022,,
RIGO,7/14/2015,4-7F,60,NA,3,m,,1.019,,
RIGO,7/14/2015,4-7F,60,NA,10,m,,1.016,,
RIGO,7/14/2015,4-7F,60,NA,30,m,,1.0145,,
RIGO,7/14/2015,4-7F,60,NA,60,m,21,1.0135,1.0035,
RIGO,7/14/2015,4-7F,60,NA,90,m,,1.0132,,
RIGO,7/14/2015,4-7F,60,NA,120,m,21,1.0132,1.0035,
RIGO,7/14/2015,4-7F,60,NA,1440,m,21,1.0105,1.0030,
RIGO,7/14/2015,0-15,60,1:14:00 AM,0,s,20.5,,1.0035,
RIGO,7/14/2015,0-15,60,NA,30,s,,1.02,,
RIGO,7/14/2015,0-15,60,NA,60,s,,1.019,,
RIGO,7/14/2015,0-15,60,NA,3,m,,1.0155,,
RIGO,7/14/2015,0-15,60,NA,10,m,,1.0125,,
